OID_,sample_id,submission_id,bioinformatics_id,popmap_initial,popmap_adjusted,region,year,location,number,tag,adult_yoy,species,subregion,project,latitude,longitude,H1_coast_noncoast,H2_Aufeis_above_below_coast,H3_WShd_up_down_lower,CG_Family,Lngth_cm_x,Wt_g_x,Sex_x,Date_Caught,Otoliths_x,min_dist,max_dist,min_date,max_date,days_tracked,Freq,migrant_long_short,H3_JulyAug_Temp_Ave,H3_JulyAug_Temp_Med,H3_JulyAug_Temp_Min,H3_JulyAug_Temp_Max,H3_JulyAug_Temp_Var,H3_JulyAug_Temp_se,H3_JulyAug_Temp_n,Comments,RASTERVALU
228,2013-Oks3-34,P3C9,Golden3C09,Oks3,Oks3,Sagavanirktok,2013,Oks3,34.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
229,2017-LSag2-003,P3D1,Golden3D01,LSag2,LSag2,Sagavanirktok,2017,LSag2,3.000000000000000,,yoy,AG,Sag,LandscapeGenomics,69.731899999999996,-148.689969999999988,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,102.0433960
230,2016-OksR1-003,P3D10,Golden3D10,OksR1,OksZev,Sagavanirktok,2016,OksR1,3.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.663799999999995,-149.182790000000011,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,,783.9714355
231,2016-OksRN4-004,P3D11,Golden3D11,OksRN4,Oks2.5,Sagavanirktok,2016,OksRN4,4.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.849339999999998,-148.853340000000003,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,,418.9187622
232,2017-TC-006,P3D12,Golden3D12,TC,LSagTC,Sagavanirktok,2017,TC,6.000000000000000,,yoy,AG,TC,LandscapeGenomics,69.951480000000004,-148.609710000000007,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,62.2573318
233,2013-OKm1-YOY-05.2,P3D2,Golden3D02,OKm1,Oks0,Sagavanirktok,2013,OKm1,5.200000000000000,,yoy,AG,Oks,LandscapeGenomics,68.620223999999993,-149.191120000000012,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OKm1 YOY (Oks negative 1 antenna) start at 68.619633, -149.188117 and continue downstream every ~30 m. ",846.9863281
234,2013-Oks0-16,P3D3,Golden3D03,Oks0,Oks0,Sagavanirktok,2013,Oks0,16.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.638773000000000,-149.216477999999995,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",822.2034302
235,2013-Oks0-34,P3D4,Golden3D04,Oks0,Oks0,Sagavanirktok,2013,Oks0,34.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.641005000000007,-149.217331999999999,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",819.1203613
236,2013-Oks2-04,P3D5,Golden3D05,Oks2,Oks2,Sagavanirktok,2013,Oks2,4.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
237,2013-Oks2-14,P3D6,Golden3D06,Oks2,Oks2,Sagavanirktok,2013,Oks2,14.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
238,2013-Oks2-23,P3D7,Golden3D07,Oks2,Oks2,Sagavanirktok,2013,Oks2,23.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
239,2013-Oks3-25,P3D8,Golden3D08,Oks3,Oks3,Sagavanirktok,2013,Oks3,25.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
240,2013-Oks3-35,P3D9,Golden3D09,Oks3,Oks3,Sagavanirktok,2013,Oks3,35.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
241,2015-OksLTER-001,P3E1,Golden3E01,OksLTER,Oks0,Sagavanirktok,2015,OksLTER,1.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.671499999999995,-149.128099999999989,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,,763.7390137
242,2016-OksR1-007,P3E10,Golden3E10,OksR1,OksZev,Sagavanirktok,2016,OksR1,7.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.662760000000006,-149.188760000000002,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,,786.6246338
243,2016-OksRN4-005,P3E11,Golden3E11,OksRN4,Oks2.5,Sagavanirktok,2016,OksRN4,5.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.851159999999993,-148.855459999999994,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,,417.4466553
244,2017-TC-007,P3E12,Golden3E12,TC,LSagTC,Sagavanirktok,2017,TC,7.000000000000000,,yoy,AG,TC,LandscapeGenomics,69.948310000000006,-148.611330000000009,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,64.0999985
245,2013-Oks0-01,P3E2,Golden3E02,Oks0,Oks0,Sagavanirktok,2013,Oks0,1.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.636745000000005,-149.216691999999995,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",824.7056885
246,2013-Oks0-17,P3E3,Golden3E03,Oks0,Oks0,Sagavanirktok,2013,Oks0,17.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.639007000000007,-149.216977000000014,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",821.6541138
247,2013-Oks0-36,P3E4,Golden3E04,Oks0,Oks0,Sagavanirktok,2013,Oks0,36.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.641327000000004,-149.217341000000005,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",818.5951538
248,2013-Oks2-05,P3E5,Golden3E05,Oks2,Oks2,Sagavanirktok,2013,Oks2,5.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
249,2013-Oks2-15,P3E6,Golden3E06,Oks2,Oks2,Sagavanirktok,2013,Oks2,15.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
250,2013-Oks3-02,P3E7,Golden3E07,Oks3,Oks3,Sagavanirktok,2013,Oks3,2.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
251,2013-Oks3-27,P3E8,Golden3E08,Oks3,Oks3,Sagavanirktok,2013,Oks3,27.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
252,2013-Oks3-36,P3E9,Golden3E09,Oks3,Oks3,Sagavanirktok,2013,Oks3,36.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
253,2015-OksLTER-002,P3F1,Golden3F01,OksLTER,Oks0,Sagavanirktok,2015,OksLTER,2.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.671300000000002,-149.131300000000010,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,,764.7786865
254,2016-OksR1-010,P3F10,Golden3F10,OksR1,OksZev,Sagavanirktok,2016,OksR1,10.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.662599999999998,-149.188940000000002,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,,786.3731079
255,2016-OksRN4-006,P3F11,Golden3F11,OksRN4,Oks2.5,Sagavanirktok,2016,OksRN4,6.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.851297000000002,-148.854230999999999,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,YOY 2016-OksRN4-006 GPS location was estimated at ~30m downstream of 2016-OksRN4-005. ,417.7759399
256,2017-TC-008,P3F12,Golden3F12,TC,LSagTC,Sagavanirktok,2017,TC,8.000000000000000,,yoy,AG,TC,LandscapeGenomics,69.947389999999999,-148.611369999999994,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,64.3317795
257,2013-Oks0-03,P3F2,Golden3F02,Oks0,Oks0,Sagavanirktok,2013,Oks0,3.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.637159999999994,-149.216679999999997,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",824.7056885
258,2013-Oks0-20,P3F3,Golden3F03,Oks0,Oks0,Sagavanirktok,2013,Oks0,20.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.639318000000003,-149.217092000000008,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",821.6541138
259,2013-Oks0-37,P3F4,Golden3F04,Oks0,Oks0,Sagavanirktok,2013,Oks0,37.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.641648000000004,-149.217351000000008,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",818.5951538
260,2013-Oks2-06,P3F5,Golden3F05,Oks2,Oks2,Sagavanirktok,2013,Oks2,6.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
261,2013-Oks2-16,P3F6,Golden3F06,Oks2,Oks2,Sagavanirktok,2013,Oks2,16.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
262,2013-Oks3-04,P3F7,Golden3F07,Oks3,Oks3,Sagavanirktok,2013,Oks3,4.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
263,2013-Oks3-28,P3F8,Golden3F08,Oks3,Oks3,Sagavanirktok,2013,Oks3,28.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
264,2013-Oks3-40,P3F9,Golden3F09,Oks3,Oks3,Sagavanirktok,2013,Oks3,40.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
265,2015-OksLTER-005,P3G1,Golden3G01,OksLTER,Oks0,Sagavanirktok,2015,OksLTER,5.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.668499999999995,-149.152400000000000,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,,771.9392090
266,2016-OksR1-012,P3G10,Golden3G10,OksR1,OksZev,Sagavanirktok,2016,OksR1,12.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.662679999999995,-149.189189999999996,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,,786.3731079
267,2017-TC-001,P3G11,Golden3G11,TC,LSagTC,Sagavanirktok,2017,TC,1.000000000000000,,yoy,AG,TC,LandscapeGenomics,69.949050000000000,-148.611500000000007,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,63.7774811
268,2017-TC-009,P3G12,Golden3G12,TC,LSagTC,Sagavanirktok,2017,TC,9.000000000000000,,yoy,AG,TC,LandscapeGenomics,69.952500000000001,-148.605600000000010,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,67.2321854
269,2013-Oks0-04,P3G2,Golden3G02,Oks0,Oks0,Sagavanirktok,2013,Oks0,4.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.637376000000003,-149.217408000000006,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",824.3087158
270,2013-Oks0-22,P3G3,Golden3G03,Oks0,Oks0,Sagavanirktok,2013,Oks0,22.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.639628999999999,-149.217159000000009,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",820.7369385
271,2013-Oks0-40,P3G4,Golden3G04,Oks0,Oks0,Sagavanirktok,2013,Oks0,40.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.641934000000006,-149.217513999999994,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",818.0562134
272,2013-Oks2-07,P3G5,Golden3G05,Oks2,Oks2,Sagavanirktok,2013,Oks2,7.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
273,2013-Oks2-17,P3G6,Golden3G06,Oks2,Oks2,Sagavanirktok,2013,Oks2,17.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
274,2013-Oks3-06,P3G7,Golden3G07,Oks3,Oks3,Sagavanirktok,2013,Oks3,6.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
275,2013-Oks3-29,P3G8,Golden3G08,Oks3,Oks3,Sagavanirktok,2013,Oks3,29.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
276,2013-Oks3-41,P3G9,Golden3G09,Oks3,Oks3,Sagavanirktok,2013,Oks3,41.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
277,2013-OKm1-YOY-03,P3H1,Golden3H01,OKm1,Oks0,Sagavanirktok,2013,OKm1,3.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.620050000000006,-149.189418999999987,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OKm1 YOY (Oks negative 1 antenna) start at 68.619633, -149.188117 and continue downstream every ~30 m. ",848.5472412
278,2016-OksR1-014,P3H10,Golden3H10,OksR1,OksZev,Sagavanirktok,2016,OksR1,14.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.663420000000002,-149.185849999999988,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,,785.8329468
279,2017-TC-002,P3H11,Golden3H11,TC,LSagTC,Sagavanirktok,2017,TC,2.000000000000000,,yoy,AG,TC,LandscapeGenomics,69.950800000000001,-148.611799999999988,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,64.6156464
280,2017-TC-010,P3H12,Golden3H12,TC,LSagTC,Sagavanirktok,2017,TC,10.000000000000000,,yoy,AG,TC,LandscapeGenomics,69.953389999999999,-148.611400000000003,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,60.3091202
281,2013-Oks0-05,P3H2,Golden3H02,Oks0,Oks0,Sagavanirktok,2013,Oks0,5.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.637715000000000,-149.217207000000002,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",824.2359009
282,2013-Oks0-29,P3H3,Golden3H03,Oks0,Oks0,Sagavanirktok,2013,Oks0,29.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.639838999999995,-149.216823000000005,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",820.7369385
283,2013-Oks0-42,P3H4,Golden3H04,Oks0,Oks0,Sagavanirktok,2013,Oks0,42.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.642241999999996,-149.217714999999998,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",817.7882080
284,2013-Oks2-09,P3H5,Golden3H05,Oks2,Oks2,Sagavanirktok,2013,Oks2,9.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
285,2013-Oks2-18,P3H6,Golden3H06,Oks2,Oks2,Sagavanirktok,2013,Oks2,18.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
286,2013-Oks3-09,P3H7,Golden3H07,Oks3,Oks3,Sagavanirktok,2013,Oks3,9.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
287,2013-Oks3-30,P3H8,Golden3H08,Oks3,Oks3,Sagavanirktok,2013,Oks3,30.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
288,2013-Oks3-42,P3H9,Golden3H09,Oks3,Oks3,Sagavanirktok,2013,Oks3,42.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
289,2017-TC-011,P4A1,Golden4A01,TC,LSagTC,Sagavanirktok,2017,TC,11.000000000000000,,yoy,AG,TC,LandscapeGenomics,69.951130000000006,-148.610780000000005,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,65.4761353
290,2011-GCL-4,P4A10,Golden4A10,GCL,Kup.a,Kuparuk,2011,GCL,4.000000000000000,174477293,adult,AG,Kup,SNP_Selection,68.537170000000003,-149.248205000000013,noncoast,above,up,,40.8,333,,7/11/2011,1,0,0,7/11/2011,7/11/2011,0,1,,7.96922043,7.625,1.75,17.375,6.385045922,0.058590276,1860,GCL,887.5990601
291,2011-GCL-064,P4A11,Golden4A11,GCL,Kup.a,Kuparuk,2011,GCL,64.000000000000000,174477153,adult,AG,Kup,SNP_Selection,68.537170000000003,-149.248205000000013,noncoast,above,up,,33.8,330,,7/12/2011,,0,0,7/12/2011,7/12/2011,0,1,,7.96922043,7.625,1.75,17.375,6.385045922,0.058590276,1860,,887.5990601
292,2010-ISO-GCL-F1-24,P4A12,Golden4A12,GCL,Kup.a,Kuparuk,2010,GCL,24.000000000000000,174477315,adult,AG,Kup,SNP_Selection,68.537170000000003,-149.248205000000013,noncoast,above,up,,38.5,453,,8/25/2010,0,0,0,8/25/2010,5/27/2011,275,2,,7.96922043,7.625,1.75,17.375,6.385045922,0.058590276,1860,"overwintered in GCL - caught coming in, caught again coming out.",887.5990601
